car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,on line price ,demand
2,3,1604,9,1,0.448,12400,0,1,1,1,0,9100,0.0229,2,7.18592
4,1,2632,6,34,0.263157895,13700,1,0,1,1,30,8200,0.1934,1500,6.926315789
3,2,814,13,31,0.4,7500,1,1,3,1,50,5500,0.0996,540,3.256
2,3,1604,9,6,1.064429012,12400,1,1,1,1,10,9100,0.1249,24,17.07344136
2,3,1604,9,16,0.0896,12400,1,1,3,1,10,9100,0.0912,180.157,1.437184
3,2,698,15,13,0.4,6600,1,0,1,1,10,5500,0.0951,21.03,2.792
2,3,2098,4,10,0.1939,16000,0,1,2,1,10,9100,0.2342,40,4.068022
2,3,2757,5,13,0.0831,16000,0,1,2,1,10,9100,0.0951,200,2.291067
4,1,2392,5,36,0.026315789,13800,1,1,3,2,250,8200,0.1,3281,0.629473684
2,3,3221,2,4,0.1724,17500,1,1,2,1,10,9100,0.1244,56.08,5.553004
3,2,814,13,4,0.4,7500,1,1,3,1,10,5500,0.12,42.06,3.256
3,2,5864,8,30,0.01,10450,1,1,3,1,15,5500,0.0743,204,0.5864
3,2,5937,7,26,0.13,11050,1,0,2,1,20,5500,0.0662,115,7.7181
4,1,5457,8,20,0.344827586,11900,1,0,2,1,20,8200,0.1143,100,18.81724138
1,2,2213,6,17,0.1724,15500,1,1,2,1,10,5500,0.1275,100.243,3.815212
4,1,874,2,32,0.263157895,20000,1,1,3,2,40,8200,0.0525,776,2.3
1,2,2031,10,4,0.1719,10700,0,1,1,1,10,5500,0.1244,24.535,3.491289
1,2,1516,5,27,0.4299,16800,1,1,3,1,10,5500,0.4333,395,6.517284
3,2,814,13,5,0.8,7500,1,0,1,1,10,5500,0.1053,37.854,6.512
3,2,26,1,5,0.69,18400,1,1,3,1,10,5500,0.1053,39,0.1794
3,2,1562,4,7,0.2,14800,1,1,3,2,10,5500,0.0511,30,3.124
3,2,26,1,6,0.85,18400,0,1,1,1,10,5500,0.1249,14.02,0.221
2,3,1604,9,22,0.2688,12400,1,1,3,2,20,9100,0.1233,54,4.311552
2,3,2009,10,12,0.0896,11900,1,1,3,1,15,9100,0.1297,51,1.800064
4,1,1841,4,21,0.131578947,15000,1,0,2,1,25,8200,0.1104,200,2.422368421
1,2,2213,6,16,0.25862069,15500,1,0,2,1,10,5500,0.0912,70.1,5.723275862
3,2,1562,4,29,0.001,14800,1,1,2,1,40,5500,0.1151,71,0.01562
2,3,686,1,22,0.554,19500,1,1,3,2,20,9100,0.1233,110,3.80044
4,1,5457,8,29,0.0277,11900,1,1,3,1,50,8200,0.1151,660,1.511589
3,2,3003,12,16,0.2,7950,1,0,1,1,10,5500,0.0912,30,6.006
1,2,2213,6,4,0.1724,15500,1,1,1,1,10,5500,0.1244,42.06,3.815212
1,2,4414,8,26,0.25862069,12500,1,1,2,1,20,5500,0.0662,230,11.41551724
4,1,2392,5,26,0.0896,13800,1,1,3,1,30,8200,0.0662,150,2.143232
3,2,5864,8,20,0.28,10450,1,1,3,1,25,5500,0.1143,184,16.4192
1,2,2031,10,19,0.4299,10700,1,0,1,1,10,5500,0.1417,50,8.731269
1,2,2315,9,10,0.2579,12000,1,1,3,2,20,5500,0.2342,60,5.970385
4,1,146,1,33,0.789473684,20500,1,0,2,1,30,8200,0.0554,300,1.152631579
3,2,4549,9,9,0.17,9900,1,1,3,1,10,5500,0.06,65,7.7333
3,2,3571,11,4,0.4,8500,1,1,1,1,10,5500,0.12,42.06,14.284
1,2,2315,9,14,0.0859,12000,1,1,3,2,30,5500,0.1249,89.027,1.988585
2,3,2009,10,11,0.6272,11900,1,1,3,2,30,9100,0.0552,86,12.600448
1,2,1800,13,13,0.0859,8300,0,1,1,1,10,5500,0.0951,35.05,1.5462
1,2,550,4,23,0.172413793,17400,1,0,2,1,15,5500,0.07,70.1,0.948275862
2,3,3221,2,19,0.0554,17500,1,0,1,1,10,9100,0.1417,50,1.784434
1,2,792,1,18,0.16667,25200,1,0,1,1,10,5500,0.1417,50,1.3200264
3,2,5937,7,28,0.06,11050,1,1,3,1,40,5500,0.107,205,3.5622
2,3,2009,10,6,1.064429012,11900,1,1,3,1,10,9100,0.1249,24,21.38437886
2,3,686,1,9,0.0831,19500,0,1,1,1,10,9100,0.06,40,0.570066
4,1,1841,4,4,0.263157895,15000,1,1,3,1,10,8200,0.1244,28,4.844736842
2,3,3221,2,33,0.0831,17500,1,1,3,1,40,9100,0.0554,394,2.676651
3,2,3571,11,29,0.001,8500,1,1,3,1,35,5500,0.1151,35,0.03571
2,3,2098,4,1,0.3047,16000,1,1,3,2,1,9100,0.0229,19,6.392606
2,3,1604,9,30,0.172413793,12400,1,1,3,2,30,9100,0.0743,220,2.765517241
2,3,1604,9,11,0.6272,12400,0,1,1,1,15,9100,0.0552,17,10.060288
2,3,2009,10,3,0.2688,11900,1,0,1,1,40,9100,0.0563,10,5.400192
2,3,1368,8,12,0.0896,12500,0,1,2,1,15,9100,0.1297,40,1.225728
3,2,3003,12,19,0.11,7950,1,1,3,1,15,5500,0.1417,140,3.3033
2,3,7212,6,16,0.0554,15500,1,1,3,2,20,9100,0.0912,180.157,3.995448
1,2,5071,11,33,0.5159,9300,1,0,1,1,40,5500,0.0554,390,26.161289
4,1,1841,4,9,0.263157895,15000,1,0,2,1,10,8200,0.06,20,4.844736842
2,3,2009,10,3,0.2688,11900,1,1,3,1,40,9100,0.0563,17,5.400192
4,1,146,1,28,0.328947368,20500,1,1,3,2,120,8200,0.107,377,0.480263158
3,2,1523,3,21,0.07,15300,0,1,2,1,20,5500,0.1104,119.17,1.0661
2,3,2098,4,5,0.0554,16000,1,1,1,1,10,9100,0.1053,50,1.162292
2,3,1604,9,17,0.0831,12400,0,1,2,1,10,9100,0.1275,56.08,1.332924
3,2,3003,12,28,0.8,7950,1,1,3,2,80,5500,0.107,205,24.024
1,2,2315,9,6,0.645833333,12000,1,1,2,1,10,5500,0.1249,15,14.95104167
3,2,9315,10,5,0.64,9700,1,0,1,1,20,5500,0.1053,37.854,59.616
1,2,1800,13,17,0.1719,8300,1,1,1,1,10,5500,0.1275,110,3.0942
2,3,2757,5,26,0.0896,16000,1,1,1,1,20,9100,0.0662,462,2.470272
2,3,2009,10,31,0.0896,11900,1,1,2,1,30,9100,0.0996,175.951,1.800064
3,2,3800,6,36,0.001,11500,1,1,3,2,240,5500,0.1,6120,0.038
3,2,273,14,33,0.1,7050,1,0,2,1,40,5500,0.0554,600,0.273
1,2,1924,12,15,0.166666667,8700,1,1,3,2,150,5500,0.1135,15,3.206666667
1,2,1924,12,12,0.4299,8700,0,1,2,1,15,5500,0.1297,30,8.271276
1,2,1800,13,9,0.3439,8300,1,1,2,1,10,5500,0.06,55,6.1902
3,2,273,14,36,0.001,7050,1,1,3,1,120,5500,0.1,6120,0.00273
1,2,1951,7,3,0.086206897,14300,1,0,2,1,40,5500,0.0563,20,1.681896552
1,2,1800,13,32,0.001,8300,1,1,1,1,20,5500,0.0525,777,0.018
4,1,874,2,6,0.858333333,20000,1,1,3,2,20,8200,0.1249,41,7.501833333
2,3,3221,2,21,0.0831,17500,1,1,3,2,40,9100,0.1104,35,2.676651
3,2,1523,3,10,0.13,15300,0,1,2,1,10,5500,0.2342,50,1.9799
1,2,1924,12,10,0.2579,8700,0,1,2,1,10,5500,0.2342,40,4.961996
3,2,3995,5,6,0.47,13000,1,1,1,1,10,5500,0.1249,50.472,18.7765
4,1,874,2,22,0.131578947,20000,1,1,3,1,10,8200,0.1233,240,1.15
1,2,2213,6,21,0.431034483,15500,1,1,3,1,20,5500,0.1104,182.26,9.538793103
1,2,350,2,27,0.4299,23100,1,0,2,1,10,5500,0.4333,100,1.50465
3,2,3800,6,4,0.1,11500,1,0,2,1,10,5500,0.12,21.03,3.8
2,3,7212,6,33,0.0831,15500,1,1,3,1,40,9100,0.0554,394,5.993172
3,2,26,1,12,0.7,18400,1,1,3,1,10,5500,0.1297,70,0.182
3,2,5864,8,19,0.11,10450,1,0,2,1,20,5500,0.1417,90,6.4504
3,2,3800,6,6,0.47,11500,1,1,1,1,10,5500,0.1249,50.472,17.86
1,2,1800,13,7,0.166666667,8300,1,1,3,1,10,5500,0.0511,63,3
4,1,1841,4,6,0.858333333,15000,1,1,3,2,20,8200,0.1249,41,15.80191667
2,3,107371,3,9,0.0831,17000,0,1,1,1,10,9100,0.06,40,89.225301
4,1,2720,7,10,0.526315789,12000,1,1,3,2,20,8200,0.2342,60,14.31578947
4,1,1055,3,11,0.197368421,15700,1,0,1,1,15,8200,0.0552,30,2.082236842
1,2,1516,5,13,0.0859,16800,0,1,1,1,10,5500,0.0951,35.05,1.302244
4,1,2720,7,34,0.263157895,12000,1,0,2,1,30,8200,0.1934,1500,7.157894737
2,3,7212,6,7,0.0831,15500,1,1,2,1,10,9100,0.0511,59,5.993172
2,3,2757,5,23,0.0554,16000,1,1,3,1,15,9100,0.07,330,1.527378
4,1,2632,6,20,0.344827586,13700,1,0,1,1,20,8200,0.1143,100,9.075862069
3,2,26,1,22,0.8,18400,1,0,2,1,5,5500,0.1233,108,0.208
3,2,3800,6,33,0.1,11500,1,0,2,1,40,5500,0.0554,600,3.8
1,2,4414,8,9,0.3439,12500,1,1,3,1,10,5500,0.06,55,15.179746
2,3,2098,4,36,0.0277,16000,1,1,3,2,250,9100,0.1,10701.466,0.581146
3,2,3571,11,12,0.8,8500,1,1,3,1,10,5500,0.1297,70,28.568
1,2,350,2,30,0.172413793,23100,1,0,2,1,15,5500,0.0743,150,0.603448276
1,2,350,2,32,0.001,23100,1,0,2,1,20,5500,0.0525,280.4,0.0035
1,2,1951,7,25,0.1719,14300,1,0,2,1,10,5500,0.0342,100,3.353769
2,3,686,1,7,0.0831,19500,1,1,2,1,10,9100,0.0511,59,0.570066
1,2,2031,10,25,0.1719,10700,1,1,3,1,10,5500,0.0342,250,3.491289
1,2,5071,11,11,0.4299,9300,0,1,1,1,15,5500,0.0552,42.06,21.800229
1,2,2315,9,18,0.4299,12000,1,1,3,1,10,5500,0.1417,160,9.952185
4,1,1289,9,25,0.0277,11500,1,0,1,1,5,8200,0.0342,150,0.357053
3,2,5864,8,28,0.06,10450,1,1,3,2,80,5500,0.107,205,3.5184
2,3,2757,5,36,0.0277,16000,1,1,3,2,250,9100,0.1,10701.466,0.763689
3,2,3800,6,34,0.11,11500,1,0,2,1,35,5500,0.1934,1706,4.18
2,3,7212,6,22,0.554,15500,1,0,1,1,10,9100,0.1233,40,39.95448
2,3,2098,4,31,0.0896,16000,0,1,1,1,30,9100,0.0996,255.865,1.879808
4,1,1055,3,12,0.263157895,15700,1,0,2,1,10,8200,0.1297,30,2.776315789
1,2,1924,12,19,0.4299,8700,1,0,2,1,10,5500,0.1417,50,8.271276
4,1,2632,6,26,0.0896,13700,1,1,3,1,30,8200,0.0662,150,2.358272
4,1,1841,4,14,0.263157895,15000,1,0,2,1,15,8200,0.1249,40,4.844736842
4,1,2632,6,5,0.131578947,13700,1,0,2,1,10,8200,0.1053,20,3.463157895
3,2,1523,3,31,0.07,15300,1,0,1,1,40,5500,0.0996,170,1.0661
1,2,1516,5,19,0.086206897,16800,1,1,3,2,20,5500,0.1417,11,1.306896552
1,2,4414,8,34,0.6878,12500,1,0,2,1,40,5500,0.1934,900,30.359492
2,3,1368,8,13,0.0896,12500,1,0,2,1,10,9100,0.0951,70,1.225728
3,2,3571,11,30,0.01,8500,1,1,3,2,30,5500,0.0743,247,0.3571
3,2,5864,8,14,0.7,10450,0,1,2,1,15,5500,0.1249,42.06,41.048
1,2,2213,6,3,0.086206897,15500,1,1,3,2,60,5500,0.0563,40,1.907758621
1,2,2315,9,36,0.4299,12000,1,1,3,2,250,5500,0.1,6776,9.952185
1,2,4414,8,5,0.1719,12500,1,1,3,1,10,5500,0.1053,39,7.587666
3,2,1562,4,32,0.05,14800,1,0,1,1,25,5500,0.0525,200,0.781
3,2,1562,4,22,0.8,14800,1,0,2,1,5,5500,0.1233,108,12.496
2,3,2757,5,29,0.0277,16000,1,0,2,1,50,9100,0.1151,150,0.763689
3,2,5937,7,22,0.8,11050,1,0,2,1,5,5500,0.1233,60,47.496
2,3,2098,4,32,0.7168,16000,1,0,1,1,20,9100,0.0525,100,15.038464
3,2,4549,9,28,0.06,9900,1,1,3,2,80,5500,0.107,205,2.7294
1,2,1924,12,17,0.1719,8700,1,0,2,1,10,5500,0.1275,45,3.307356
1,2,5071,11,9,0.3439,9300,0,1,2,1,10,5500,0.06,30,17.439169
2,3,107371,3,8,0.0831,17000,1,1,1,1,10,9100,0.0924,37.153,89.225301
2,3,1604,9,28,0.25862069,12400,1,1,1,1,40,9100,0.107,707,4.148275862
3,2,457,2,4,0.1,17400,0,1,2,1,10,5500,0.12,24.535,0.457
3,2,3995,5,34,0.11,13000,1,0,1,1,35,5500,0.1934,1706,4.3945
4,1,146,1,16,0.328947368,20500,1,0,1,1,20,8200,0.0912,20,0.480263158
4,1,5457,8,17,0.263157895,11900,1,0,1,1,10,8200,0.1275,30,14.36052632
3,2,1562,4,25,0.1719,14800,1,1,3,1,10,5500,0.0342,250,2.685078
4,1,1841,4,11,0.197368421,15000,1,0,1,1,15,8200,0.0552,30,3.633552632
2,3,5772,7,31,0.0896,14000,0,1,2,1,30,9100,0.0996,255.865,5.171712
1,2,1924,12,8,0.1719,8700,1,1,3,2,20,5500,0.0924,37.153,3.307356
2,3,1604,9,23,0.3584,12400,1,1,3,1,15,9100,0.07,290,5.748736
1,2,2213,6,13,0.0859,15500,1,1,3,2,20,5500,0.0951,39.957,1.900967
3,2,3800,6,16,0.08,11500,1,0,2,1,10,5500,0.0912,30,3.04
1,2,2031,10,22,0.166666667,10700,1,0,1,1,40,5500,0.1233,30,3.385
3,2,9315,10,31,0.07,9700,0,1,2,1,30,5500,0.0996,70.1,6.5205
4,1,146,1,22,0.131578947,20500,1,1,3,1,10,8200,0.1233,240,0.192105263
3,2,3571,11,31,0.4,8500,1,1,3,1,50,5500,0.0996,540,14.284
1,2,1951,7,16,0.25862069,14300,1,0,1,1,10,5500,0.0912,70.1,5.045689655
1,2,2315,9,33,0.5159,12000,1,0,1,1,40,5500,0.0554,390,11.943085
1,2,747,3,31,0.25862069,19300,1,0,2,1,30,5500,0.0996,80.615,1.931896552
1,2,4414,8,21,0.5159,12500,1,0,2,1,20,5500,0.1104,70,22.771826
3,2,9315,10,6,0.47,9700,0,1,1,1,10,5500,0.1249,14.02,43.7805
2,3,107371,3,6,0.470559211,17000,1,1,3,1,10,9100,0.1249,24,505.2441299
1,2,1951,7,22,0.166666667,14300,1,1,3,2,60,5500,0.1233,110,3.251666667
3,2,9315,10,33,0.1,9700,1,0,2,1,40,5500,0.0554,600,9.315
1,2,2213,6,32,0.001,15500,0,1,2,1,20,5500,0.0525,146.509,0.02213
4,1,2392,5,25,0.0277,13800,1,1,3,1,5,8200,0.0342,350,0.662584
4,1,2720,7,5,0.131578947,12000,1,1,3,1,10,8200,0.1053,56,3.578947368
3,2,26,1,4,0.1,18400,1,1,3,1,10,5500,0.12,56.08,0.026
1,2,550,4,18,0.4299,17400,1,1,3,2,20,5500,0.1417,120,2.36445
1,2,792,1,24,0.0862,25200,1,1,1,1,10,5500,0.1275,233.433,0.682704
1,2,792,1,16,0.166666667,25200,1,0,1,1,10,5500,0.0912,70.1,1.32
4,1,5457,8,10,0.526315789,11900,0,1,1,1,10,8200,0.2342,40,28.72105263
1,2,1924,12,3,0.0859,8700,1,1,3,1,40,5500,0.0563,40,1.652716
1,2,2213,6,8,0.086206897,15500,1,1,2,1,10,5500,0.0924,37.153,1.907758621
4,1,1055,3,17,0.263157895,15700,1,1,3,2,35,8200,0.1275,86,2.776315789
3,2,26,1,13,0.07,18400,0,1,2,1,10,5500,0.0951,35.05,0.0182
3,2,814,13,18,0.8,7500,1,0,2,1,15,5500,0.1417,50,6.512
1,2,1800,13,31,0.1719,8300,1,1,1,1,30,5500,0.0996,171.044,3.0942
1,2,550,4,6,0.51490162,17400,0,1,1,1,10,5500,0.1249,14.02,2.831958912
1,2,1516,5,7,0.166666667,16800,1,1,2,1,10,5500,0.0511,52.575,2.526666667
3,2,3003,12,5,0.8,7950,1,0,1,1,10,5500,0.1053,37.854,24.024
3,2,273,14,34,0.2,7050,1,0,2,1,30,5500,0.1934,1413,0.546
2,3,3221,2,20,0.344827586,17500,1,0,1,1,15,9100,0.1143,50,11.10689655
3,2,3571,11,11,0.2,8500,1,0,2,1,20,5500,0.0552,50,7.142
3,2,5864,8,6,0.47,10450,0,1,1,1,10,5500,0.1249,14.02,27.5608
4,1,1841,4,22,0.131578947,15000,1,1,3,2,20,8200,0.1233,187,2.422368421
3,2,814,13,25,0.1719,7500,1,1,3,2,20,5500,0.0342,250,1.399266
2,3,686,1,24,0.0277,19500,1,0,1,1,20,9100,0.1275,140.2,0.190022
4,1,2632,6,4,0.263157895,13700,1,1,3,1,10,8200,0.1244,28,6.926315789
4,1,2720,7,17,0.263157895,12000,1,1,3,1,10,8200,0.1275,109,7.157894737
2,3,2009,10,7,0.1792,11900,1,0,2,1,10,9100,0.0511,30,3.600128
1,2,2213,6,13,0.0859,15500,1,0,2,1,10,5500,0.0951,21.03,1.900967
1,2,1924,12,31,0.1719,8700,1,0,2,1,30,5500,0.0996,80.615,3.307356
3,2,814,13,4,0.4,7500,1,1,2,1,10,5500,0.12,42.06,3.256
3,2,698,15,32,0.4,6600,1,0,1,1,20,5500,0.0525,200,2.792
2,3,686,1,5,0.0554,19500,1,1,1,1,10,9100,0.1053,50,0.380044
1,2,2315,9,32,0.001,12000,1,1,1,1,20,5500,0.0525,777,0.02315
2,3,5772,7,5,0.0554,14000,1,1,2,1,10,9100,0.1053,50,3.197688
3,2,814,13,13,0.4,7500,1,0,2,1,10,5500,0.0951,21.03,3.256
3,2,5864,8,16,0.08,10450,1,0,1,1,10,5500,0.0912,30,4.6912
1,2,747,3,4,0.1724,19300,1,1,2,1,10,5500,0.1244,42.06,1.287828
1,2,1924,12,4,0.1719,8700,1,0,2,1,10,5500,0.1244,21.03,3.307356
3,2,3995,5,8,0.11,13000,1,1,3,2,20,5500,0.09,37.153,4.3945
1,2,1800,13,13,0.0859,8300,1,1,2,1,10,5500,0.0951,39.957,1.5462
2,3,7212,6,36,0.0277,15500,1,1,3,1,150,9100,0.1,10701.466,1.997724
1,2,2031,10,28,0.25862069,10700,1,1,3,1,100,5500,0.107,351.902,5.252586207
2,3,107371,3,29,0.0277,17000,1,1,3,2,70,9100,0.1151,200,29.741767
1,2,350,2,21,0.166666667,23100,1,1,3,2,40,5500,0.1104,305.636,0.583333333
2,3,1604,9,13,0.0896,12400,1,1,2,1,10,9100,0.0951,122,1.437184
3,2,5937,7,27,0.13,11050,1,0,1,1,30,5500,0.4333,100,7.7181
3,2,273,14,22,0.8,7050,1,0,2,1,5,5500,0.1233,24,2.184
2,3,2098,4,26,0.0896,16000,1,1,3,1,20,9100,0.0662,462,1.879808
4,1,874,2,5,0.131578947,20000,1,0,1,1,15,8200,0.1053,40,1.15
1,2,747,3,6,0.51490162,19300,1,1,3,1,10,5500,0.1249,50.472,3.846315104
3,2,3800,6,23,0.08,11500,1,1,3,2,40,5500,0.07,328,3.04
1,2,1951,7,3,0.086206897,14300,1,1,3,1,40,5500,0.0563,40,1.681896552
2,3,2009,10,10,0.985663082,11900,0,1,2,1,10,9100,0.2342,40,19.80197133
1,2,1516,5,23,0.172413793,16800,1,1,3,2,30,5500,0.07,230,2.613793103
1,2,1516,5,34,0.603448276,16800,1,0,2,1,40,5500,0.1934,1051.5,9.148275862
1,2,2213,6,6,0.51490162,15500,1,1,2,1,10,5500,0.1249,50.472,11.39477286
1,2,747,3,28,0.25862069,19300,1,0,1,1,100,5500,0.107,140.2,1.931896552
3,2,26,1,19,0.11,18400,1,1,3,1,20,5500,0.1417,140,0.0286
1,2,1516,5,2,1.874117232,16800,1,1,3,2,10,5500,0.03,10,28.41161723
1,2,2213,6,20,0.344827586,15500,1,0,1,1,15,5500,0.1143,70.1,7.631034483
1,2,5071,11,4,0.1719,9300,1,1,2,1,50,5500,0.1244,42.06,8.717049
1,2,4414,8,4,0.1719,12500,1,0,1,1,10,5500,0.1244,21.03,7.587666
2,3,1368,8,17,0.0831,12500,0,1,2,1,10,9100,0.1275,56.08,1.136808
1,2,350,2,7,0.166666667,23100,1,1,1,1,10,5500,0.0511,56.781,0.583333333
2,3,2098,4,10,0.1939,16000,1,1,3,2,20,9100,0.2342,60,4.068022
1,2,5071,11,6,0.645833333,9300,1,1,3,2,20,5500,0.1249,15,32.75020833
1,2,350,2,7,0.166666667,23100,1,1,2,1,10,5500,0.0511,56.781,0.583333333
3,2,1523,3,20,0.28,15300,1,0,1,1,25,5500,0.1143,70,4.2644
4,1,2720,7,20,0.344827586,12000,1,0,2,1,20,8200,0.1143,100,9.379310345
3,2,457,2,33,0.7,17400,1,1,3,1,60,5500,0.0554,1380,3.199
2,3,107371,3,6,0.470559211,17000,0,1,1,1,10,9100,0.1249,24,505.2441299
1,2,550,4,18,0.4299,17400,1,0,2,1,10,5500,0.1417,50,2.36445
1,2,747,3,26,0.25862069,19300,1,1,2,1,20,5500,0.0662,207.496,1.931896552
1,2,1924,12,15,0.166666667,8700,1,0,1,1,100,5500,0.1135,15,3.206666667
2,3,1368,8,4,0.1724,12500,1,1,2,1,10,9100,0.1244,56.08,2.358432
4,1,5457,8,33,0.789473684,11900,1,1,3,1,30,8200,0.0554,869,43.08157895
1,2,747,3,11,0.25862069,19300,1,1,1,1,15,5500,0.0552,68.698,1.931896552
3,2,814,13,5,0.8,7500,1,1,3,1,10,5500,0.1053,39,6.512
2,3,686,1,19,0.0554,19500,1,0,2,1,10,9100,0.1417,50,0.380044
1,2,2031,10,13,0.0859,10700,1,1,1,1,10,5500,0.0951,39.957,1.744629
2,3,686,1,8,0.0831,19500,1,1,2,1,10,9100,0.0924,37.153,0.570066
3,2,4549,9,20,0.28,9900,1,1,3,2,50,5500,0.1143,184,12.7372
1,2,2213,6,27,0.4299,15500,1,1,3,1,10,5500,0.4333,395,9.513687
3,2,5937,7,20,0.28,11050,1,1,3,1,25,5500,0.1143,184,16.6236
3,2,698,15,30,0.01,6600,1,1,3,1,15,5500,0.0743,247,0.0698
1,2,1516,5,10,0.517241379,16800,1,1,3,1,10,5500,0.2342,60,7.84137931
3,2,457,2,25,0.1719,17400,1,1,3,1,10,5500,0.0342,250,0.785583
1,2,4414,8,16,0.0859,12500,1,0,2,1,10,5500,0.0912,60,3.791626
3,2,814,13,9,0.12,7500,1,0,2,1,10,5500,0.06,30,0.9768
3,2,3995,5,27,0.13,13000,1,1,3,2,50,5500,0.4333,395,5.1935
2,3,1368,8,22,0.2688,12500,1,0,2,1,10,9100,0.1233,30,3.677184
3,2,5864,8,21,0.08,10450,1,0,1,1,25,5500,0.1104,150,4.6912
3,2,3003,12,30,0.01,7950,1,0,2,1,15,5500,0.0743,100,0.3003
2,3,2757,5,8,0.0831,16000,1,1,3,2,20,9100,0.0924,37.153,2.291067
1,2,2213,6,7,0.166666667,15500,1,0,1,1,10,5500,0.0511,35.05,3.688333333
2,3,1368,8,25,0.0277,12500,1,0,2,1,10,9100,0.0342,100,0.378936
1,2,1951,7,14,0.344827586,14300,1,1,3,2,30,5500,0.1249,89.027,6.727586207
2,3,7212,6,12,0.0896,15500,0,1,1,1,15,9100,0.1297,40,6.461952
3,2,4549,9,20,0.28,9900,1,0,1,1,25,5500,0.1143,70,12.7372
1,2,747,3,6,0.51490162,19300,0,1,2,1,10,5500,0.1249,14.02,3.846315104
3,2,9315,10,32,0.05,9700,1,1,3,1,20,5500,0.0525,1200,4.6575
1,2,1800,13,4,0.1719,8300,1,1,3,2,20,5500,0.1244,42.06,3.0942
3,2,5864,8,31,0.07,10450,1,0,1,1,35,5500,0.0996,170,4.1048
4,1,2392,5,25,0.0277,13800,1,0,1,1,5,8200,0.0342,150,0.662584
1,2,1951,7,32,0.001,14300,0,1,1,1,20,5500,0.0525,146.509,0.01951
1,2,550,4,36,0.172413793,17400,1,0,1,1,120,5500,0.1,1402,0.948275862
3,2,273,14,31,0.4,7050,1,0,2,1,35,5500,0.0996,150,1.092
3,2,698,15,9,0.12,6600,1,0,2,1,10,5500,0.06,30,0.8376
1,2,1800,13,7,0.166666667,8300,1,1,2,1,10,5500,0.0511,63,3
3,2,698,15,29,0.001,6600,1,1,2,1,35,5500,0.1151,35,0.00698
3,2,26,1,29,0.001,18400,1,1,2,1,40,5500,0.1151,71,0.00026
2,3,5772,7,23,0.0554,14000,1,0,1,1,15,9100,0.07,150,3.197688
4,1,146,1,12,0.263157895,20500,1,0,1,1,15,8200,0.1297,30,0.384210526
3,2,3995,5,15,0.01,13000,1,0,2,1,100,5500,0.1135,80,0.3995
3,2,3003,12,7,0.2,7950,1,0,1,1,5,5500,0.0511,30,6.006
3,2,26,1,19,0.11,18400,1,0,1,1,20,5500,0.1417,100,0.0286
2,3,2009,10,9,0.1792,11900,1,0,2,1,10,9100,0.06,30,3.600128
2,3,1604,9,7,0.1792,12400,1,1,3,1,10,9100,0.0511,41,2.874368
4,1,1289,9,32,0.263157895,11500,1,1,3,1,20,8200,0.0525,776,3.392105263
2,3,5772,7,36,0.0277,14000,1,1,3,1,150,9100,0.1,10701.466,1.598844
1,2,1924,12,31,0.1719,8700,0,1,1,1,30,5500,0.0996,70.1,3.307356
1,2,5071,11,4,0.1719,9300,1,0,2,1,10,5500,0.1244,21.03,8.717049
3,2,457,2,14,0.7,17400,0,1,2,1,15,5500,0.1249,42.06,3.199
2,3,2757,5,20,0.344827586,16000,1,0,2,1,15,9100,0.1143,50,9.506896552
1,2,350,2,33,0.172413793,23100,1,1,3,1,40,5500,0.0554,1082.344,0.603448276
1,2,2031,10,4,0.1719,10700,1,0,2,1,10,5500,0.1244,21.03,3.491289
1,2,747,3,35,0.2579,19300,1,1,3,1,40,5500,0.0618,3370.408,1.926513
1,2,5071,11,30,0.172413793,9300,1,0,2,1,15,5500,0.0743,100,8.743103448
1,2,792,1,9,0.166666667,25200,1,0,2,1,10,5500,0.06,53.276,1.32
3,2,3995,5,23,0.08,13000,1,1,3,1,15,5500,0.07,328,3.196
3,2,1523,3,11,0.02,15300,1,1,3,2,50,5500,0.0552,160,0.3046
1,2,2031,10,32,0.001,10700,1,1,2,1,20,5500,0.0525,777,0.02031
3,2,3571,11,9,0.12,8500,1,1,3,2,20,5500,0.06,65,4.2852
1,2,1951,7,35,0.2579,14300,1,1,2,1,40,5500,0.0618,3370.408,5.031629
4,1,146,1,19,0.328947368,20500,1,1,3,2,30,8200,0.1417,110,0.480263158
3,2,457,2,21,0.08,17400,1,0,2,1,25,5500,0.1104,150,0.3656
3,2,3571,11,20,0.6,8500,1,1,3,2,50,5500,0.1143,46.09,21.426
1,2,1924,12,13,0.0859,8700,1,1,1,1,10,5500,0.0951,39.957,1.652716
1,2,1516,5,32,0.001,16800,1,1,2,1,20,5500,0.0525,278.297,0.01516
1,2,2315,9,28,0.25862069,12000,1,1,3,1,100,5500,0.107,351.902,5.987068966
2,3,107371,3,25,0.0277,17000,1,1,3,2,20,9100,0.0342,150,29.741767
3,2,26,1,14,0.7,18400,0,1,2,1,15,5500,0.1249,42.06,0.182
4,1,146,1,3,0.263157895,20500,1,0,2,1,40,8200,0.0563,10,0.384210526
2,3,107371,3,31,0.0896,17000,0,1,2,1,30,9100,0.0996,255.865,96.204416
3,2,5864,8,12,0.1,10450,1,1,3,2,30,5500,0.1297,70,5.864
1,2,2031,10,5,0.1719,10700,1,0,1,1,10,5500,0.1053,37.854,3.491289
