car type ,made in ,number of cars in jordan ,car age ,part ,failure rate ,price of the car ,original/imitator,new\used,selling location,service location (repair shop/automotive company,repair or replacement cost ,car total maintenance cost average,critically  ,online price ,price 
1,2,2213,6,33,0.172413793,15500,1,1,3,1,40,5500,0.0554,1073.231,1094
2,3,2757,5,24,0.0277,16000,1,1,3,1,20,9100,0.1275,233.433,450
1,2,4414,8,11,0.4299,12500,1,1,3,1,15,5500,0.0552,90,98.05
4,1,2632,6,17,0.263157895,13700,1,1,3,2,35,8200,0.1275,109,300
4,1,1841,4,32,0.263157895,15000,1,1,3,2,40,8200,0.0525,776,950
2,3,686,1,7,0.0831,19500,1,0,2,1,10,9100,0.0511,35,15
3,2,814,13,9,0.12,7500,0,1,1,1,10,5500,0.06,30,70
1,2,2031,10,9,0.3439,10700,0,1,2,1,10,5500,0.06,30,70
3,2,698,15,8,0.4,6600,1,1,1,1,10,5500,0.09,37.153,50
1,2,2315,9,31,0.1719,12000,0,1,1,1,30,5500,0.0996,70.1,150
1,2,4414,8,9,0.3439,12500,1,1,2,1,10,5500,0.06,55,40
3,2,273,14,30,0.01,7050,1,1,3,2,30,5500,0.0743,247,644
3,2,4549,9,5,0.64,9900,1,1,3,2,10,5500,0.1053,39,50
1,2,747,3,23,0.172413793,19300,1,0,1,1,15,5500,0.07,70.1,120
3,2,814,13,5,0.8,7500,1,0,2,1,10,5500,0.1053,37.854,20
4,1,874,2,35,0.394736842,20000,1,1,3,2,60,8200,0.0618,1445,4424
4,1,1289,9,3,0.263157895,11500,1,1,3,2,60,8200,0.0563,20,30
1,2,2315,9,11,0.4299,12000,1,1,1,1,15,5500,0.0552,90,98.05
2,3,107371,3,11,0.0554,17000,1,1,3,1,15,9100,0.0552,86,104
1,2,747,3,9,0.25862069,19300,0,1,2,1,10,5500,0.06,35.05,70
3,2,1562,4,35,0.13,14800,1,1,3,2,50,5500,0.0618,3500,3050
4,1,1289,9,27,0.065789474,11500,1,1,3,2,50,8200,0.4333,414,413
4,1,2632,6,5,0.131578947,13700,1,1,3,2,20,8200,0.1053,56,35
1,2,350,2,14,0.333333333,23100,1,1,1,1,15,5500,0.1249,89.027,119.6
2,3,107371,3,6,0.470559211,17000,1,1,3,2,20,9100,0.1249,24,45
3,2,3995,5,5,0.64,13000,1,0,1,1,20,5500,0.1053,37.854,40
2,3,107371,3,5,0.0554,17000,1,1,3,2,20,9100,0.1053,50,35
3,2,3003,12,13,0.4,7950,1,1,2,1,10,5500,0.0951,39.957,90
3,2,3003,12,4,0.4,7950,1,0,1,1,10,5500,0.12,21.03,10
4,1,146,1,9,0.263157895,20500,1,0,2,1,15,8200,0.06,20,20
2,3,686,1,24,0.0277,19500,1,1,3,2,40,9100,0.1275,233.433,450
3,2,457,2,23,0.08,17400,1,1,3,1,15,5500,0.07,451,247
2,3,2009,10,21,0.2688,11900,1,0,2,1,20,9100,0.1104,35,250
3,2,5864,8,5,0.64,10450,1,1,3,1,10,5500,0.1053,39,50
4,1,1055,3,9,0.263157895,15700,1,0,1,1,10,8200,0.06,20,15
4,1,1289,9,22,0.131578947,11500,1,1,3,2,20,8200,0.1233,197,220
1,2,5071,11,13,0.0859,9300,1,1,3,2,20,5500,0.0951,39.957,98.27
1,2,5071,11,20,0.7738,9300,1,1,3,2,30,5500,0.1143,267,171.46
2,3,5772,7,7,0.0831,14000,1,1,3,1,10,9100,0.0511,59,50
1,2,2031,10,31,0.1719,10700,1,0,1,1,30,5500,0.0996,80.615,150
1,2,1800,13,8,0.1719,8300,1,1,3,2,20,5500,0.0924,37.153,48.09
1,2,1924,12,13,0.0859,8700,1,0,2,1,10,5500,0.0951,21.03,25
3,2,26,1,31,0.07,18400,0,1,1,1,30,5500,0.0996,255.865,230
3,2,273,14,8,0.4,7050,1,1,1,1,10,5500,0.09,37.153,50
1,2,2031,10,16,0.0859,10700,1,1,3,2,20,5500,0.0912,180.157,129.33
2,3,107371,3,10,0.1939,17000,1,1,3,2,20,9100,0.2342,60,90
4,1,1055,3,28,0.328947368,15700,1,1,3,1,40,8200,0.107,377,320
2,3,107371,3,25,0.0277,17000,1,0,1,1,10,9100,0.0342,100,100
1,2,1951,7,34,0.603448276,14300,1,0,1,1,40,5500,0.1934,1051.5,280
2,3,1604,9,4,0.1724,12400,0,1,1,1,10,9100,0.1244,24.535,20
1,2,1800,13,21,0.5159,8300,1,1,3,1,20,5500,0.1104,80,215.65
3,2,26,1,9,0.7,18400,1,1,3,2,20,5500,0.06,82,55
3,2,26,1,13,0.07,18400,1,1,3,1,10,5500,0.0951,39.957,100
4,1,146,1,18,0.526315789,20500,1,0,2,1,25,8200,0.1417,120,80
2,3,7212,6,14,0.1108,15500,1,1,3,1,15,9100,0.1249,89.027,145
2,3,1604,9,21,0.2688,12400,0,1,1,1,20,9100,0.1104,35,100
1,2,2213,6,17,0.1724,15500,1,0,2,1,10,5500,0.1275,49.07,60
1,2,1924,12,11,0.4299,8700,1,1,3,2,30,5500,0.0552,90,98.05
1,2,747,3,2,1.874117232,19300,1,1,3,1,3,5500,0.03,10,10
3,2,4549,9,36,0.001,9900,1,0,1,1,100,5500,0.1,2000,450
1,2,2031,10,11,0.4299,10700,1,1,3,2,30,5500,0.0552,90,98.05
4,1,146,1,22,0.131578947,20500,1,0,1,1,10,8200,0.1233,60,100
2,3,3221,2,36,0.0277,17500,1,0,2,1,150,9100,0.1,1752.5,550
2,3,107371,3,3,0.2688,17000,1,1,3,1,40,9100,0.0563,60,23
1,2,2315,9,13,0.0859,12000,1,1,3,1,10,5500,0.0951,39.957,98.27
1,2,2031,10,31,0.1719,10700,1,1,2,1,30,5500,0.0996,171.044,300
2,3,5772,7,28,0.25862069,14000,1,1,1,1,40,9100,0.107,1124,350
3,2,698,15,14,0.8,6600,1,0,1,1,15,5500,0.1249,33,20
4,1,2720,7,16,0.328947368,12000,1,0,2,1,20,8200,0.0912,20,35
1,2,1924,12,24,0.0862,8700,1,1,1,1,10,5500,0.1275,99.542,100
1,2,550,4,32,0.001,17400,1,1,2,1,20,5500,0.0525,278.297,640
3,2,5937,7,28,0.06,11050,1,1,3,2,80,5500,0.107,205,478
3,2,3800,6,3,0.3,11500,1,1,3,2,10,5500,0.0563,57,39
1,2,1516,5,13,0.0859,16800,1,1,2,1,10,5500,0.0951,39.957,100
1,2,1924,12,32,0.001,8700,1,1,3,1,20,5500,0.0525,777,640
4,1,1841,4,10,0.526315789,15000,1,1,3,1,10,8200,0.2342,60,90
4,1,874,2,20,0.344827586,20000,1,1,3,2,40,8200,0.1143,246,950
3,2,5864,8,4,0.1,10450,1,1,2,1,10,5500,0.12,42.06,50
1,2,747,3,19,0.086206897,19300,1,1,3,2,20,5500,0.1417,11,150
3,2,3995,5,35,0.13,13000,1,1,3,2,50,5500,0.0618,3000,3400
3,2,26,1,21,0.08,18400,1,1,3,1,25,5500,0.1104,240,204
1,2,2213,6,8,0.086206897,15500,1,1,3,2,20,5500,0.0924,37.153,48.09
3,2,3995,5,32,0.05,13000,1,1,3,2,50,5500,0.0525,1200,1377
2,3,1604,9,5,0.0896,12400,1,0,1,1,10,9100,0.1053,30,20
2,3,2757,5,19,0.0554,16000,1,0,1,1,10,9100,0.1417,50,100
2,3,2009,10,23,0.3584,11900,1,1,3,2,30,9100,0.07,290,400
3,2,3571,11,23,0.08,8500,1,0,2,1,15,5500,0.07,100,20
2,3,2098,4,5,0.0554,16000,1,1,2,1,10,9100,0.1053,50,35
4,1,2720,7,19,0.328947368,12000,1,1,3,2,30,8200,0.1417,100,230
3,2,1523,3,3,0.3,15300,1,1,3,2,10,5500,0.0563,57,39
1,2,2213,6,27,0.4299,15500,1,0,1,1,10,5500,0.4333,100,70
3,2,273,14,22,0.8,7050,1,1,3,2,10,5500,0.1233,24,188
1,2,350,2,9,0.166666667,23100,1,1,1,1,10,5500,0.06,53.276,40
1,2,1924,12,36,0.4299,8700,1,0,1,1,120,5500,0.1,2500,850
2,3,2098,4,26,0.0896,16000,1,0,1,1,20,9100,0.0662,140.2,150
1,2,5071,11,36,0.4299,9300,1,0,1,1,120,5500,0.1,2500,850
3,2,814,13,27,0.13,7500,1,0,2,1,30,5500,0.4333,100,60
3,2,3571,11,23,0.08,8500,1,0,1,1,15,5500,0.07,100,40
1,2,1924,12,28,0.25862069,8700,1,1,2,1,100,5500,0.107,351.902,380
2,3,3221,2,17,0.0831,17500,1,0,1,1,10,9100,0.1275,56.08,70
3,2,5864,8,35,0.13,10450,1,0,2,1,20,5500,0.0618,600,150
2,3,1368,8,9,0.1792,12500,0,1,2,1,10,9100,0.06,35.05,30
1,2,5071,11,34,0.6878,9300,1,1,3,1,40,5500,0.1934,2479,2149
2,3,686,1,23,0.0554,19500,1,1,3,2,30,9100,0.07,330,400
1,2,792,1,4,0.1724,25200,1,0,2,1,10,5500,0.1244,21.03,20
4,1,1841,4,11,0.197368421,15000,1,1,3,1,15,8200,0.0552,114,140
1,2,1924,12,4,0.1719,8700,1,1,3,1,10,5500,0.1244,42.06,39.43
3,2,5864,8,27,0.13,10450,1,0,2,1,30,5500,0.4333,100,160
2,3,2757,5,13,0.0831,16000,1,1,2,1,10,9100,0.0951,435,193
3,2,3003,12,14,0.8,7950,1,0,1,1,15,5500,0.1249,33,20
4,1,1055,3,12,0.263157895,15700,1,0,1,1,10,8200,0.1297,30,50
3,2,5937,7,16,0.08,11050,1,1,3,2,30,5500,0.0912,50,156
1,2,792,1,11,0.166666667,25200,1,1,3,1,15,5500,0.0552,68.698,98.05
3,2,814,13,15,0.01,7500,1,1,3,2,150,5500,0.1135,151,224
1,2,1800,13,10,0.2579,8300,0,1,1,1,10,5500,0.2342,40,50
1,2,1516,5,34,0.603448276,16800,1,1,3,2,60,5500,0.1934,3334.05414,2149
2,3,686,1,12,0.0896,19500,1,1,3,1,15,9100,0.1297,71,87
4,1,5457,8,17,0.263157895,11900,1,0,2,1,10,8200,0.1275,30,40
4,1,146,1,33,0.789473684,20500,1,1,3,2,50,8200,0.0554,1853,2000
2,3,2098,4,33,0.0831,16000,1,0,2,1,40,9100,0.0554,200,80
3,2,3003,12,14,0.8,7950,1,0,2,1,15,5500,0.1249,33,25
2,3,3221,2,27,0.0277,17500,1,1,3,1,20,9100,0.4333,602,500
2,3,2757,5,9,0.0831,16000,0,1,2,1,10,9100,0.06,40,30
3,2,26,1,22,0.8,18400,1,1,3,1,5,5500,0.1233,108,325
3,2,3800,6,29,0.001,11500,1,1,2,1,40,5500,0.1151,56,100
3,2,3571,11,6,0.8,8500,1,1,2,1,10,5500,0.1249,15,30
4,1,2392,5,14,0.263157895,13800,1,1,3,2,30,8200,0.1249,43,300
2,3,3221,2,10,0.1939,17500,1,1,3,2,20,9100,0.2342,60,90
4,1,1055,3,29,0.0277,15700,1,1,3,1,50,8200,0.1151,499,1300
3,2,814,13,23,0.08,7500,1,0,1,1,15,5500,0.07,100,40
3,2,3800,6,18,0.8,11500,1,0,2,1,20,5500,0.1417,50,60
2,3,7212,6,32,0.7168,15500,1,1,3,1,20,9100,0.0525,254,200
3,2,4549,9,13,0.07,9900,1,1,3,1,10,5500,0.0951,39.957,110
2,3,7212,6,16,0.0554,15500,1,1,3,1,10,9100,0.0912,180.157,180
4,1,2720,7,23,0.263157895,12000,1,0,1,1,15,8200,0.07,100,30
1,2,4414,8,4,0.1719,12500,1,1,3,2,20,5500,0.1244,42.06,39.43
1,2,350,2,28,0.25862069,23100,1,0,1,1,100,5500,0.107,280.4,350
4,1,2392,5,31,0.0896,13800,1,1,3,2,60,8200,0.0996,233,800
2,3,1604,9,33,0.3584,12400,1,1,3,2,50,9100,0.0554,255,350
3,2,5864,8,32,0.05,10450,1,1,3,1,20,5500,0.0525,1200,1377
1,2,792,1,19,0.16667,25200,1,0,2,1,10,5500,0.1417,50,50
1,2,550,4,19,0.25862069,17400,1,1,3,2,20,5500,0.1417,151,150
3,2,1523,3,8,0.11,15300,1,1,3,1,10,5500,0.09,37.153,48.09
1,2,350,2,25,0.1719,23100,1,1,3,2,20,5500,0.0342,250,300
3,2,9315,10,25,0.1719,9700,1,1,3,1,10,5500,0.0342,250,718
1,2,5071,11,28,0.25862069,9300,1,1,2,1,100,5500,0.107,351.902,380
3,2,5937,7,14,0.7,11050,1,0,1,1,15,5500,0.1249,40,40
3,2,4549,9,27,0.13,9900,1,1,3,2,50,5500,0.4333,395,380
4,1,146,1,33,0.789473684,20500,1,0,1,1,30,8200,0.0554,300,200
3,2,5864,8,7,0.2,10450,1,0,1,1,5,5500,0.0511,30,15
2,3,2757,5,31,0.0896,16000,0,1,2,1,30,9100,0.0996,255.865,200
2,3,3221,2,4,0.1724,17500,0,1,2,1,10,9100,0.1244,24.535,20
3,2,3995,5,14,0.7,13000,1,0,2,1,15,5500,0.1249,40,35
3,2,9315,10,19,0.11,9700,1,1,3,1,15,5500,0.1417,190,240
1,2,2315,9,11,0.4299,12000,1,1,3,1,15,5500,0.0552,90,98.05
2,3,2757,5,34,0.0277,16000,1,0,1,1,35,9100,0.1934,500,400
2,3,3221,2,35,0.0554,17500,1,0,2,1,40,9100,0.0618,487.195,90
2,3,5772,7,17,0.0831,14000,1,0,2,1,10,9100,0.1275,56.08,60
1,2,4414,8,22,0.166666667,12500,1,0,2,1,40,5500,0.1233,30,50
4,1,2392,5,18,0.526315789,13800,1,0,2,1,15,8200,0.1417,110,60
3,2,5937,7,9,0.17,11050,1,1,3,1,10,5500,0.06,65,55
3,2,26,1,32,0.05,18400,1,0,2,1,25,5500,0.0525,200,140
2,3,3221,2,26,0.0896,17500,1,0,1,1,20,9100,0.0662,140.2,150
2,3,686,1,31,0.0896,19500,0,1,2,1,30,9100,0.0996,255.865,200
1,2,747,3,8,0.086206897,19300,1,1,2,1,10,5500,0.0924,37.153,50
2,3,2757,5,23,0.0554,16000,1,1,3,2,30,9100,0.07,330,400
2,3,1604,9,11,0.6272,12400,1,1,3,1,15,9100,0.0552,86,157
2,3,2009,10,31,0.0896,11900,1,0,2,1,30,9100,0.0996,178.054,267
2,3,107371,3,28,0.25862069,17000,1,1,3,1,40,9100,0.107,1124,350
1,2,1924,12,5,0.1719,8700,1,1,3,2,20,5500,0.1053,39,47
1,2,350,2,21,0.166666667,23100,1,0,2,1,20,5500,0.1104,105.15,250
3,2,3003,12,34,0.2,7950,1,0,2,1,30,5500,0.1934,1413,750
4,1,1841,4,23,0.263157895,15000,1,1,3,1,15,8200,0.07,225,300
1,2,2213,6,19,0.086206897,15500,1,1,3,2,20,5500,0.1417,11,150
2,3,7212,6,4,0.1724,15500,0,1,1,1,10,9100,0.1244,24.535,20
2,3,1368,8,9,0.1792,12500,1,1,2,1,10,9100,0.06,41,50
2,3,2098,4,24,0.0277,16000,1,1,2,1,20,9100,0.1275,233.433,450
3,2,1523,3,27,0.13,15300,1,1,3,1,30,5500,0.4333,395,380
3,2,1562,4,28,0.06,14800,1,1,3,2,80,5500,0.107,205,593
2,3,1368,8,14,0.2688,12500,1,1,1,1,15,9100,0.1249,89.027,40
3,2,5937,7,13,0.07,11050,1,0,1,1,10,5500,0.0951,21.03,35
3,2,4549,9,20,0.28,9900,1,0,2,1,25,5500,0.1143,50,40
3,2,698,15,32,0.4,6600,1,1,3,2,50,5500,0.0525,426,1200
1,2,747,3,23,0.172413793,19300,1,1,3,2,30,5500,0.07,230,250
3,2,1562,4,7,0.2,14800,1,0,1,1,5,5500,0.0511,30,30
2,3,3221,2,9,0.0831,17500,1,0,2,1,10,9100,0.06,35,40
1,2,1924,12,12,0.4299,8700,0,1,1,1,15,5500,0.1297,30,40
2,3,3221,2,26,0.0896,17500,1,1,2,1,20,9100,0.0662,462,530
4,1,874,2,25,0.0277,20000,1,1,3,1,5,8200,0.0342,350,600
3,2,698,15,4,0.4,6600,0,1,1,1,10,5500,0.12,24.535,10
1,2,350,2,5,0.3334,23100,1,0,1,1,10,5500,0.1053,37.854,50
3,2,1562,4,26,0.13,14800,1,1,3,1,20,5500,0.0662,207.496,250
1,2,550,4,20,0.344827586,17400,1,1,3,1,15,5500,0.1143,193.00633,171.46
3,2,3571,11,7,0.2,8500,1,0,2,1,5,5500,0.0511,30,10
1,2,1516,5,31,0.25862069,16800,1,1,3,1,30,5500,0.0996,171.044,353.83
4,1,2720,7,19,0.328947368,12000,1,1,3,1,15,8200,0.1417,100,230
1,2,792,1,13,0.0859,25200,1,1,3,2,20,5500,0.0951,39.957,133
2,3,2009,10,16,0.0896,11900,1,0,1,1,10,9100,0.0912,60,35
2,3,1368,8,12,0.0896,12500,1,1,3,1,15,9100,0.1297,51,71
2,3,107371,3,21,0.0831,17000,1,0,1,1,20,9100,0.1104,35,180
1,2,350,2,27,0.4299,23100,1,1,3,2,20,5500,0.4333,395,500
3,2,5864,8,7,0.2,10450,1,1,3,1,5,5500,0.0511,41,58
2,3,7212,6,9,0.0831,15500,1,1,1,1,10,9100,0.06,60,60
4,1,1841,4,31,0.0896,15000,1,1,3,2,60,8200,0.0996,263,900
3,2,814,13,28,0.8,7500,1,1,3,2,80,5500,0.107,205,536
2,3,2009,10,31,0.0896,11900,1,1,1,1,30,9100,0.0996,175.951,400
2,3,5772,7,31,0.0896,14000,1,0,2,1,30,9100,0.0996,178.054,300
4,1,2632,6,28,0.328947368,13700,1,1,3,1,40,8200,0.107,391,300
3,2,5937,7,35,0.13,11050,1,1,3,1,20,5500,0.0618,3000,3400
1,2,1951,7,13,0.0859,14300,1,1,2,1,10,5500,0.0951,39.957,100
4,1,2632,6,23,0.263157895,13700,1,0,1,1,15,8200,0.07,100,30
3,2,698,15,30,0.01,6600,1,0,2,1,15,5500,0.0743,100,150
3,2,1523,3,7,0.2,15300,1,1,3,2,10,5500,0.0511,30,58
3,2,698,15,15,0.01,6600,1,1,3,1,100,5500,0.1135,151,224
2,3,3221,2,9,0.0831,17500,1,1,3,2,20,9100,0.06,60,60
3,2,5864,8,19,0.11,10450,1,1,3,2,30,5500,0.1417,190,240
2,3,5772,7,28,0.25862069,14000,1,0,2,1,40,9100,0.107,300,100
2,3,7212,6,7,0.0831,15500,1,1,3,2,15,9100,0.0511,59,50
3,2,3995,5,14,0.7,13000,0,1,2,1,15,5500,0.1249,42.06,60
4,1,1289,9,19,0.328947368,11500,1,0,2,1,15,8200,0.1417,70,60
1,2,792,1,8,0.166666667,25200,1,1,2,1,10,5500,0.0924,37.153,50
1,2,1924,12,5,0.1719,8700,1,0,1,1,10,5500,0.1053,37.854,50
4,1,146,1,7,0.197368421,20500,1,0,1,1,10,8200,0.0511,10,25
4,1,1289,9,4,0.263157895,11500,1,0,2,1,10,8200,0.1244,10,10
4,1,1055,3,14,0.263157895,15700,1,1,3,1,15,8200,0.1249,77,455
3,2,3800,6,32,0.05,11500,1,0,1,1,25,5500,0.0525,200,100
3,2,4549,9,7,0.2,9900,1,0,2,1,5,5500,0.0511,30,10
3,2,4549,9,31,0.07,9900,0,1,1,1,30,5500,0.0996,70.1,200
3,2,698,15,27,0.13,6600,1,1,3,1,30,5500,0.4333,413,380
2,3,5772,7,13,0.0831,14000,1,0,2,1,10,9100,0.0951,70,110
2,3,1604,9,22,0.2688,12400,1,0,1,1,10,9100,0.1233,30,100
4,1,1841,4,31,0.0896,15000,1,0,1,1,35,8200,0.0996,100,300
2,3,3221,2,32,0.7168,17500,1,0,1,1,20,9100,0.0525,100,50
2,3,2757,5,27,0.0277,16000,1,1,3,2,30,9100,0.4333,602,500
3,2,698,15,9,0.12,6600,0,1,2,1,10,5500,0.06,30,70
3,2,26,1,31,0.07,18400,1,0,2,1,40,5500,0.0996,170,300
2,3,1368,8,9,0.1792,12500,0,1,1,1,10,9100,0.06,35.05,30
2,3,686,1,35,0.0554,19500,1,1,2,1,40,9100,0.0618,3370.408,4991.18
2,3,1368,8,4,0.1724,12500,1,0,2,1,10,9100,0.1244,21.03,20
1,2,747,3,11,0.25862069,19300,0,1,2,1,15,5500,0.0552,42.06,60
1,2,4414,8,25,0.1719,12500,1,1,3,2,20,5500,0.0342,250,300
3,2,1523,3,26,0.13,15300,1,0,2,1,20,5500,0.0662,105.15,250
1,2,5071,11,30,0.172413793,9300,1,1,3,1,15,5500,0.0743,220,25
3,2,3571,11,3,0.4,8500,1,1,3,1,5,5500,0.0563,30,37
2,3,2009,10,27,0.0896,11900,1,1,3,1,20,9100,0.4333,1350,413
3,2,3800,6,32,0.05,11500,1,1,3,2,50,5500,0.0525,1200,1377
1,2,1516,5,20,0.344827586,16800,0,1,1,1,15,5500,0.1143,65,100
2,3,107371,3,12,0.0896,17000,0,1,2,1,15,9100,0.1297,40,40
3,2,3800,6,34,0.11,11500,1,0,1,1,35,5500,0.1934,1706,1000
1,2,2031,10,26,0.25862069,10700,1,1,3,1,20,5500,0.0662,230,197.51
4,1,874,2,31,0.0896,20000,1,1,3,2,60,8200,0.0996,263,950
2,3,2098,4,16,0.0554,16000,1,1,3,1,10,9100,0.0912,180.157,180
2,3,3221,2,3,0.2688,17500,1,0,2,1,40,9100,0.0563,30,10
4,1,1055,3,17,0.263157895,15700,1,0,2,1,10,8200,0.1275,30,50
1,2,350,2,26,0.166666667,23100,1,0,1,1,20,5500,0.0662,140.2,150
2,3,107371,3,18,0.0831,17000,1,0,2,1,10,9100,0.1417,50,70
4,1,146,1,6,0.858333333,20500,1,1,3,2,20,8200,0.1249,41,48
3,2,26,1,7,0.2,18400,1,0,2,1,5,5500,0.0511,30,20
3,2,698,15,13,0.4,6600,1,1,3,1,10,5500,0.0951,39.957,90
4,1,1055,3,32,0.263157895,15700,1,1,3,1,20,8200,0.0525,776,950
1,2,4414,8,11,0.4299,12500,1,0,1,1,15,5500,0.0552,40,60
1,2,2213,6,22,0.166666667,15500,1,1,3,2,60,5500,0.1233,110,140
1,2,4414,8,32,0.001,12500,1,1,2,1,20,5500,0.0525,777,640
4,1,1055,3,16,0.328947368,15700,1,0,2,1,20,8200,0.0912,20,50
2,3,5772,7,34,0.0277,14000,1,1,3,2,60,9100,0.1934,4823,5000
2,3,5772,7,13,0.0831,14000,1,1,2,1,10,9100,0.0951,435,193
1,2,350,2,13,0.0859,23100,1,1,1,1,10,5500,0.0951,39.957,130
4,1,2392,5,11,0.197368421,13800,1,0,1,1,15,8200,0.0552,50,25
3,2,5937,7,3,0.3,11050,1,1,3,1,5,5500,0.0563,57,39
4,1,874,2,33,0.789473684,20000,1,0,2,1,30,8200,0.0554,300,200
1,2,1924,12,33,0.5159,8700,1,0,2,1,40,5500,0.0554,390,350
2,3,686,1,11,0.0554,19500,1,1,1,1,15,9100,0.0552,86,104
3,2,273,14,20,0.6,7050,1,1,3,1,20,5500,0.1143,46.09,80
1,2,1800,13,24,0.0862,8300,1,1,3,2,20,5500,0.1275,99.542,104.48
1,2,1516,5,4,0.1724,16800,0,1,1,1,10,5500,0.1244,24.535,20
2,3,2009,10,29,0.0896,11900,1,1,3,1,50,9100,0.1151,170,300
1,2,2213,6,35,0.2579,15500,1,0,1,1,40,5500,0.0618,466.165,200
1,2,747,3,21,0.431034483,19300,0,1,2,1,20,5500,0.1104,98.14,130
1,2,550,4,31,0.25862069,17400,0,1,1,1,30,5500,0.0996,70.1,200
3,2,457,2,7,0.2,17400,1,0,1,1,5,5500,0.0511,30,30
1,2,550,4,26,0.25862069,17400,1,1,2,1,20,5500,0.0662,207.496,197.51
4,1,1841,4,1,0.3047,15000,1,1,3,2,1,8200,0.0229,19,10
4,1,874,2,25,0.0277,20000,1,0,2,1,5,8200,0.0342,150,120
4,1,1289,9,36,0.026315789,11500,1,0,1,1,150,8200,0.1,1000,950
4,1,1841,4,11,0.197368421,15000,1,1,3,2,30,8200,0.0552,114,140
4,1,2392,5,10,0.526315789,13800,0,1,2,1,10,8200,0.2342,40,50
4,1,1055,3,20,0.344827586,15700,1,1,3,2,40,8200,0.1143,246,920
1,2,2213,6,7,0.166666667,15500,1,1,1,1,10,5500,0.0511,52.575,50
4,1,2720,7,9,0.263157895,12000,1,0,1,1,10,8200,0.06,10,15
4,1,2720,7,4,0.263157895,12000,1,1,3,2,20,8200,0.1244,28,35
1,2,350,2,22,0.166666667,23100,1,1,3,1,40,5500,0.1233,110,140
4,1,1841,4,26,0.0896,15000,1,1,3,2,60,8200,0.0662,253,530
2,3,2009,10,29,0.0896,11900,1,0,2,1,50,9100,0.1151,140,100
2,3,1368,8,28,0.25862069,12500,1,1,2,1,40,9100,0.107,707,300
3,2,3571,11,29,0.001,8500,1,1,1,1,35,5500,0.1151,35,120
3,2,273,14,4,0.4,7050,1,0,1,1,10,5500,0.12,21.03,10
3,2,698,15,26,0.2,6600,1,1,3,2,40,5500,0.0662,230,200
2,3,1604,9,21,0.2688,12400,1,1,3,2,40,9100,0.1104,35,65
1,2,1516,5,9,0.25862069,16800,0,1,2,1,10,5500,0.06,35.05,70
4,1,5457,8,35,0.394736842,11900,1,1,3,1,40,8200,0.0618,1853,3720
4,1,146,1,31,0.0896,20500,1,0,2,1,40,8200,0.0996,100,300
2,3,1604,9,17,0.0831,12400,1,1,2,1,10,9100,0.1275,103.748,127
2,3,5772,7,8,0.0831,14000,1,1,3,2,20,9100,0.0924,37.153,55
3,2,3995,5,26,0.13,13000,1,1,3,1,20,5500,0.0662,230,250
3,2,3571,11,35,0.8,8500,1,1,3,2,50,5500,0.0618,4000,5630
2,3,2009,10,4,0.1724,11900,1,0,1,1,10,9100,0.1244,21.03,20
2,3,686,1,19,0.0554,19500,1,1,3,2,20,9100,0.1417,130,250
3,2,3003,12,31,0.4,7950,1,1,3,1,50,5500,0.0996,540,850
3,2,3003,12,20,0.6,7950,1,1,3,2,50,5500,0.1143,46.09,80
2,3,3221,2,17,0.0831,17500,0,1,2,1,10,9100,0.1275,56.08,70
2,3,686,1,7,0.0831,19500,1,1,1,1,10,9100,0.0511,59,50
2,3,686,1,13,0.0831,19500,0,1,1,1,10,9100,0.0951,200,150
1,2,550,4,31,0.25862069,17400,1,1,1,1,30,5500,0.0996,171.044,320
1,2,1924,12,35,0.2579,8700,1,1,3,2,60,5500,0.0618,3180,4991.18
3,2,814,13,35,0.8,7500,1,0,1,1,20,5500,0.0618,700,150
2,3,3221,2,11,0.0554,17500,1,1,1,1,15,9100,0.0552,86,104
1,2,5071,11,3,0.0859,9300,1,1,3,1,40,5500,0.0563,40,50
1,2,1800,13,29,0.0859,8300,1,0,2,1,50,5500,0.1151,44.163,100
1,2,2213,6,19,0.086206897,15500,1,0,1,1,10,5500,0.1417,55,40
2,3,1368,8,9,0.1792,12500,1,0,2,1,10,9100,0.06,30,40
3,2,3800,6,12,0.1,11500,1,0,1,1,10,5500,0.1297,30,40
4,1,874,2,17,0.263157895,20000,1,0,1,1,15,8200,0.1275,30,50
3,2,3995,5,30,0.01,13000,1,1,3,2,30,5500,0.0743,204,585
4,1,1055,3,22,0.131578947,15700,1,0,2,1,10,8200,0.1233,40,80
2,3,2757,5,16,0.0554,16000,1,0,2,1,10,9100,0.0912,60,50
4,1,1841,4,19,0.328947368,15000,1,0,1,1,20,8200,0.1417,70,90
3,2,1562,4,8,0.11,14800,1,1,3,2,20,5500,0.09,37.153,48.09
3,2,814,13,23,0.08,7500,1,1,3,2,40,5500,0.07,328,257
2,3,107371,3,21,0.0831,17000,0,1,2,1,20,9100,0.1104,35,140
1,2,350,2,8,0.166666667,23100,1,1,3,2,20,5500,0.0924,37.153,48.09
1,2,2213,6,19,0.25862069,15500,1,0,1,1,10,5500,0.1417,50,50
1,2,1924,12,16,0.0859,8700,1,1,3,1,10,5500,0.0912,180.157,129.33
1,2,792,1,9,0.166666667,25200,1,0,1,1,10,5500,0.06,53.276,130
1,2,1924,12,9,0.3439,8700,1,0,2,1,10,5500,0.06,55,50
1,2,2213,6,15,0.166666667,15500,1,1,3,1,100,5500,0.1135,97.439,121.53
